Method,Cell,Temperature,195.0,196.0,197.0,198.0,199.0,200.0,201.0,202.0,203.0,204.0,205.0,206.0,207.0,208.0,209.0,210.0,211.0,212.0,213.0,214.0,215.0,216.0,217.0,218.0,219.0,220.0,221.0,222.0,223.0,224.0,225.0,226.0,227.0,228.0,229.0,230.0,231.0,232.0,233.0,234.0,235.0,236.0,237.0,238.0,239.0,240.0,241.0,242.0,243.0,244.0,245.0,246.0,247.0,248.0,249.0,250.0
CircularDichroism,1,38.0,-0.295904,0.0488809,-0.125628,-0.236137,-0.427949,-1.67204,-3.10729,-5.58283,-8.30661,-10.9343,-13.5163,-14.8444,-15.7682,-15.9802,-15.7106,-15.4951,-14.9221,-14.2495,-13.9399,-13.4844,-13.2362,-12.9787,-12.5684,-12.0729,-11.4932,-10.8401,-10.203,-9.64789,-9.02013,-8.41938,-7.78278,-6.85239,-6.29091,-5.55894,-4.59294,-3.57391,-2.90371,-2.33474,-2.07032,-1.92693,-1.76532,-1.75578,-1.69965,-1.74518,-1.80042,-1.8051,-1.64792,-1.57192,-1.40556,-1.29894,-1.05499,-0.817492,-0.833289,-0.661269,-0.605631,-0.574367
CircularDichroism,1,40.0,-0.234346,-0.184819,-0.249852,-0.236974,-0.526199,-1.63029,-2.89598,-5.64054,-8.18422,-10.8595,-13.3401,-14.5695,-15.5803,-15.794,-15.6601,-15.2348,-14.755,-14.3168,-13.9396,-13.5374,-13.3496,-13.2113,-12.3798,-12.0523,-11.5012,-10.9117,-10.4349,-9.83018,-9.46811,-8.69035,-7.96635,-6.93525,-6.35482,-5.43931,-4.54885,-3.65547,-2.8681,-2.40556,-2.16269,-2.11402,-2.01328,-1.93938,-1.73091,-1.58399,-1.81032,-1.69186,-1.68776,-1.60338,-1.52022,-1.35736,-1.01027,-0.843282,-0.869478,-0.893893,-0.543495,-0.577755
CircularDichroism,1,42.0,-0.0660452,-0.0762341,-0.355842,-0.44785,-0.912714,-1.653,-2.89303,-5.60143,-7.9961,-10.7414,-13.294,-14.6182,-15.5318,-16.0004,-15.4622,-15.0717,-14.8581,-14.3666,-14.1137,-13.5856,-13.2703,-12.8984,-12.3709,-12.0451,-11.3268,-10.8614,-10.0716,-9.79633,-9.028,-8.37712,-7.77921,-6.97402,-6.33275,-5.43962,-4.48846,-3.83829,-2.88333,-2.46156,-2.10112,-2.01172,-1.98938,-1.86808,-1.72878,-1.56393,-1.78495,-1.71142,-1.68019,-1.44715,-1.52896,-1.3656,-1.02387,-0.928438,-0.897966,-0.727616,-0.591508,-0.522008
CircularDichroism,1,44.0,-0.454077,0.0865045,-0.317878,-0.390754,-0.348731,-1.32941,-2.98229,-5.25751,-7.72881,-10.5154,-13.0606,-14.5667,-15.5162,-15.5103,-15.5042,-15.0767,-14.6712,-14.3243,-13.7814,-13.3469,-13.0559,-12.7977,-12.3503,-12.066,-11.3833,-10.8508,-10.1122,-9.75877,-9.22928,-8.42308,-7.7979,-7.21517,-6.25127,-5.56834,-4.50979,-3.9362,-2.96242,-2.43948,-2.29246,-1.94784,-1.97733,-1.92452,-1.80755,-1.59288,-1.92577,-1.81307,-1.65205,-1.53116,-1.48348,-1.32525,-1.04118,-0.945046,-0.884577,-0.675843,-0.528586,-0.441534
CircularDichroism,1,46.0,-0.36995,-0.27004,-0.0631389,-0.471233,-0.503635,-1.10365,-2.77999,-5.04233,-7.46354,-10.3229,-13.0472,-14.7563,-15.3668,-15.4812,-15.5237,-15.015,-14.4903,-14.2699,-13.664,-13.5694,-13.0732,-12.5217,-12.3182,-11.8374,-11.4644,-10.8381,-10.1388,-9.67037,-9.02164,-8.54515,-7.84294,-6.94931,-6.18894,-5.55568,-4.65085,-3.78317,-3.1412,-2.56727,-2.2036,-2.12213,-2.01383,-1.85455,-1.86536,-1.69556,-1.7659,-1.79091,-1.61872,-1.3534,-1.4234,-1.39483,-1.10599,-0.877302,-0.879264,-0.681226,-0.460679,-0.539508
CircularDichroism,1,48.0,0.151383,-0.102941,-0.244928,-0.193725,-0.389348,-0.783236,-2.46437,-4.62748,-7.45352,-10.0261,-12.6996,-14.2614,-15.2294,-15.6875,-15.446,-14.773,-14.4834,-14.0248,-13.7485,-13.2848,-12.8856,-12.4151,-12.1834,-11.766,-11.276,-10.7353,-10.1092,-9.81208,-8.86934,-8.54968,-7.65227,-6.97635,-6.48007,-5.52156,-4.7364,-3.68362,-3.149,-2.56212,-2.34419,-2.0674,-2.11743,-1.99846,-1.87524,-1.74618,-1.80521,-1.80882,-1.62355,-1.62647,-1.35945,-1.19505,-1.05561,-0.88384,-0.866212,-0.703355,-0.562247,-0.46712
CircularDichroism,1,50.0,0.0839967,0.0496708,-0.200703,-0.11191,-0.235465,-0.823516,-2.4702,-4.75249,-7.07215,-9.98189,-12.4062,-13.8534,-15.0464,-15.2056,-15.3825,-14.6609,-14.3657,-13.9399,-13.4707,-13.2234,-13.014,-12.3557,-12.0454,-11.6819,-11.3103,-10.685,-10.1047,-9.67345,-8.93559,-8.34951,-7.57559,-6.86296,-6.33825,-5.4579,-4.59966,-4.03972,-3.03016,-2.61458,-2.34158,-2.29477,-2.10179,-2.04099,-1.83254,-1.6879,-1.75663,-1.69737,-1.68009,-1.46091,-1.39391,-1.20004,-1.04338,-0.899664,-0.81655,-0.750345,-0.432847,-0.498653
CircularDichroism,1,52.0,-0.00939203,-0.183884,-0.171584,-0.388824,-0.614748,-0.883294,-2.23142,-4.33672,-7.25562,-9.78132,-12.1616,-13.8631,-15.0908,-15.3356,-15.2191,-14.8039,-14.4711,-14.1502,-13.4609,-13.2417,-12.7384,-12.3414,-11.9963,-11.6671,-11.1452,-10.6363,-10.0831,-9.67287,-9.05889,-8.41393,-7.71058,-6.91342,-6.4429,-5.64823,-4.76364,-3.88798,-3.17575,-2.71729,-2.33293,-2.22568,-2.14899,-2.01167,-1.89609,-1.79161,-1.77748,-1.75033,-1.59679,-1.53463,-1.34143,-1.26864,-1.01114,-0.879702,-0.76376,-0.552152,-0.461193,-0.487938
CircularDichroism,1,54.0,-0.351283,0.0279849,0.109375,-0.374811,-0.335722,-1.15726,-2.37705,-4.13197,-6.45439,-9.51506,-12.1751,-13.7354,-14.8474,-14.9697,-14.7983,-14.479,-14.1963,-13.647,-13.4832,-12.9997,-12.5758,-12.3509,-12.0156,-11.4755,-11.0503,-10.5608,-9.97952,-9.5191,-9.04797,-8.35499,-7.7103,-6.81572,-6.33186,-5.54051,-4.85381,-4.07932,-3.08796,-2.62752,-2.40259,-2.42478,-2.2002,-2.10597,-1.86893,-1.73929,-1.85829,-1.71461,-1.57722,-1.53745,-1.45396,-1.23447,-1.07434,-0.812779,-0.796477,-0.695402,-0.412756,-0.51367
CircularDichroism,1,56.0,-0.447872,-0.350603,0.0379995,-0.564471,-0.230709,-1.04325,-2.09669,-4.54767,-6.65895,-9.27597,-11.9929,-13.5055,-14.7158,-14.9601,-14.7153,-14.4776,-14.0942,-13.7736,-13.343,-12.8666,-12.5217,-12.217,-11.8324,-11.7258,-11.0501,-10.5698,-9.91678,-9.51485,-9.16262,-8.45563,-7.47368,-6.91662,-6.30757,-5.86523,-4.8155,-3.82183,-3.33076,-2.78196,-2.55492,-2.34105,-2.27304,-2.08386,-2.06053,-1.7911,-1.94906,-1.71245,-1.6614,-1.62222,-1.46857,-1.2752,-1.08209,-0.94185,-0.875047,-0.684597,-0.39009,-0.446316
CircularDichroism,1,58.0,-0.159369,0.0363579,-0.219279,-0.594429,-0.606124,-1.10315,-1.98915,-3.9648,-5.81513,-8.8802,-11.3128,-13.2263,-14.4495,-14.6132,-14.6704,-14.2056,-13.97,-13.5338,-13.1445,-12.7234,-12.5234,-12.1818,-11.8491,-11.4977,-11.0853,-10.6309,-10.0416,-9.53267,-9.09735,-8.46939,-7.87285,-6.9817,-6.29045,-5.74403,-4.89014,-4.13493,-3.32472,-3.00924,-2.48019,-2.49641,-2.25162,-2.14465,-2.01807,-1.73654,-1.9168,-1.88575,-1.71227,-1.5257,-1.50689,-1.37232,-1.01659,-0.860078,-0.886401,-0.706605,-0.491875,-0.376057
CircularDichroism,1,60.0,-0.463461,-0.044171,-0.395873,-0.303288,-0.569747,-0.934308,-1.73696,-3.33041,-5.76046,-8.57331,-11.2569,-12.9278,-13.8997,-14.3807,-14.3203,-13.9201,-13.6258,-13.1194,-12.8445,-12.4009,-12.2309,-11.8032,-11.4944,-11.1849,-10.7801,-10.2922,-9.71216,-9.33314,-8.89341,-8.28014,-7.92266,-6.92885,-6.44478,-5.74192,-4.87624,-4.17247,-3.51534,-2.9857,-2.76128,-2.61486,-2.41633,-2.22654,-2.0826,-1.78703,-1.81981,-1.92408,-1.65427,-1.45186,-1.39474,-1.36935,-1.03438,-0.944248,-0.856029,-0.77079,-0.435403,-0.505828
CircularDichroism,1,62.0,-0.111337,-0.0335384,-0.0838796,-0.774769,-0.460403,-0.838486,-2.04859,-3.21029,-4.97332,-8.10722,-10.1639,-12.1813,-13.3772,-13.8317,-13.6938,-13.3163,-13.1327,-12.8197,-12.4568,-12.0261,-11.8002,-11.6953,-11.2823,-10.8801,-10.5296,-10.227,-9.53613,-9.14208,-8.86114,-8.33402,-7.70583,-7.02691,-6.3352,-5.91719,-4.86224,-4.44898,-3.52148,-3.19265,-2.91634,-2.68435,-2.50792,-2.2773,-2.11787,-2.09925,-1.9115,-1.84804,-1.71381,-1.65179,-1.39142,-1.34217,-0.878321,-0.784477,-0.689218,-0.694548,-0.495725,-0.422882
CircularDichroism,1,64.0,-0.435097,0.026609,-0.233561,-0.332678,-0.454003,-0.780371,-1.3452,-2.90602,-4.87508,-7.30828,-9.98138,-11.3903,-12.7643,-12.9185,-13.2899,-12.8396,-12.6312,-12.3269,-11.8875,-11.8688,-11.5188,-10.9188,-11.0128,-10.7291,-10.2935,-10.0044,-9.41921,-9.32133,-8.73724,-8.31612,-7.50896,-6.94861,-6.57548,-5.92305,-5.3014,-4.59663,-4.011,-3.49181,-3.21666,-3.01903,-2.81862,-2.43402,-2.2561,-2.15094,-2.02778,-1.79925,-1.68887,-1.51401,-1.55175,-1.28558,-0.960047,-0.774602,-0.833708,-0.653848,-0.496072,-0.426695
CircularDichroism,1,66.0,-0.247365,-0.121437,-0.0949818,-0.226897,-0.603081,-0.945211,-1.30275,-2.69407,-4.18592,-6.72882,-9.19086,-10.7507,-12.0624,-12.4973,-12.5669,-12.2878,-11.9616,-11.5354,-11.4691,-11.3788,-11.0536,-10.7634,-10.5308,-10.399,-10.0649,-9.8039,-9.25246,-8.98701,-8.69325,-8.09337,-7.70374,-6.90795,-6.4786,-5.77402,-5.3965,-4.81966,-4.06782,-3.85272,-3.41197,-3.20113,-2.85771,-2.7349,-2.35076,-2.19719,-1.96615,-2.03936,-1.62248,-1.56105,-1.36055,-1.18655,-1.03265,-0.865791,-0.728521,-0.714066,-0.482823,-0.427935
CircularDichroism,1,68.0,-0.336288,-0.340423,-0.305935,-0.382213,-0.314834,-0.61691,-0.927507,-2.21515,-3.99295,-6.05893,-8.26339,-10.1361,-11.1437,-11.8199,-12.1251,-11.6833,-11.6649,-11.2843,-10.9472,-10.9195,-10.4521,-10.3212,-10.232,-10.164,-9.74532,-9.63686,-9.10503,-8.90579,-8.45213,-7.94816,-7.49134,-7.05318,-6.68752,-6.0392,-5.44777,-5.1102,-4.2236,-4.0241,-3.76333,-3.31752,-3.12982,-2.72724,-2.60195,-2.221,-2.16695,-1.94115,-1.67062,-1.52167,-1.34143,-1.2773,-1.00059,-0.73601,-0.744774,-0.557006,-0.384684,-0.406304
CircularDichroism,1,70.0,-0.464177,-0.230803,-0.546501,-0.65976,-0.420297,-0.686067,-1.19332,-1.84958,-3.57267,-5.76897,-8.13585,-9.4833,-10.6537,-11.4584,-11.1946,-11.2691,-11.0173,-10.7375,-10.2915,-10.4768,-10.1705,-10.0106,-10.0459,-9.69141,-9.67816,-9.22351,-9.0068,-8.7261,-8.26991,-7.94205,-7.6773,-7.00956,-6.63534,-6.17557,-5.53996,-5.02391,-4.66969,-4.08501,-3.89988,-3.57836,-3.38044,-3.12722,-2.73521,-2.3269,-2.10051,-1.97572,-1.88685,-1.69393,-1.33626,-1.20427,-0.937667,-0.773008,-0.703736,-0.579877,-0.358923,-0.270646
CircularDichroism,1,72.0,-0.277736,-0.333059,-0.0723471,-0.154243,-0.28021,-0.681538,-0.892215,-2.00082,-2.95089,-5.13035,-7.12543,-8.68604,-10.2531,-10.7155,-10.916,-10.9206,-10.3919,-10.2594,-10.1301,-9.89985,-9.66872,-9.52503,-9.57216,-9.51178,-9.19353,-9.01042,-8.67621,-8.56273,-8.0621,-7.82466,-7.43926,-6.90074,-6.60898,-6.34708,-5.78217,-5.32518,-4.86432,-4.33892,-4.20165,-3.82967,-3.53339,-3.2122,-2.80017,-2.49184,-2.22718,-1.97127,-1.84197,-1.67641,-1.29056,-1.27654,-0.790854,-0.752479,-0.616577,-0.47235,-0.394918,-0.37786
CircularDichroism,1,74.0,-0.0225435,-0.135116,-0.212375,-0.193139,-0.308639,-0.903568,-0.533942,-1.07698,-2.70413,-4.58403,-6.59703,-8.45762,-9.28999,-10.0986,-10.1845,-10.1842,-10.0048,-9.78019,-9.77525,-9.57418,-9.65698,-9.45069,-9.30719,-9.01928,-9.00475,-8.69359,-8.62952,-8.4478,-8.11055,-7.84404,-7.35906,-6.92887,-6.52087,-6.27765,-5.72686,-5.51822,-4.93942,-4.66726,-4.32407,-4.04847,-3.57347,-3.19928,-2.87577,-2.49888,-2.40016,-2.02057,-1.75067,-1.67069,-1.4691,-1.3049,-0.963282,-0.799272,-0.672064,-0.622289,-0.336028,-0.348967
CircularDichroism,1,76.0,-0.0810572,-0.189879,0.0691954,-0.31311,-0.236004,-0.201002,-0.638936,-1.25273,-2.3593,-4.22186,-6.20738,-7.89047,-9.15069,-9.53381,-10.1293,-9.86965,-9.60526,-9.67984,-9.41454,-9.3074,-9.13032,-9.26668,-9.19799,-8.82252,-8.86624,-8.50323,-8.52463,-8.16817,-7.95321,-7.85863,-7.51532,-6.72569,-6.40492,-6.40308,-5.78747,-5.41016,-5.08542,-4.76046,-4.30571,-4.04968,-3.60986,-3.36317,-3.09059,-2.61059,-2.39276,-2.07536,-1.88277,-1.51991,-1.48357,-1.21545,-0.897585,-0.728131,-0.732998,-0.550507,-0.360639,-0.353427
CircularDichroism,1,78.0,-0.306332,0.094796,-0.111151,-0.188742,0.00599049,-0.430686,-0.82493,-1.09009,-2.21874,-3.8564,-5.83527,-7.29033,-8.74333,-9.0865,-9.61937,-9.38441,-9.5159,-9.35251,-9.13582,-9.11241,-9.39584,-8.9181,-8.94703,-8.82673,-8.8472,-8.3668,-8.32435,-8.20686,-7.82624,-7.55431,-7.27364,-6.78323,-6.753,-6.35881,-5.74475,-5.69037,-5.12475,-4.69397,-4.37561,-4.01187,-3.83078,-3.29155,-3.03087,-2.6191,-2.38755,-2.12796,-1.8605,-1.63896,-1.42765,-1.21848,-0.760707,-0.761995,-0.588683,-0.583135,-0.337792,-0.329123
CircularDichroism,1,80.0,-0.321454,-0.0633193,-0.315071,-0.181476,-0.341106,-0.349613,-0.468665,-0.861927,-1.96933,-3.57615,-5.33405,-6.9689,-8.03438,-9.03772,-9.27227,-9.37395,-9.18885,-9.15777,-9.13948,-8.88824,-8.91313,-8.82238,-8.8863,-8.76149,-8.3798,-8.44851,-8.09836,-7.89956,-7.97112,-7.793,-7.25394,-7.02845,-6.53417,-6.26972,-5.84441,-5.50167,-5.02928,-4.85382,-4.56156,-4.17691,-3.77186,-3.38603,-3.0457,-2.59485,-2.45879,-2.08356,-1.8651,-1.57402,-1.41116,-1.27804,-0.98255,-0.696111,-0.67054,-0.570992,-0.34755,-0.302737
CircularDichroism,1,82.0,-0.31954,-0.251512,-0.00734365,-0.193812,-0.347226,-0.326081,-0.521905,-1.31015,-1.79015,-3.4424,-5.11259,-6.61116,-7.72083,-8.60596,-8.69055,-8.86883,-9.16282,-8.88166,-9.06708,-8.74773,-8.78199,-8.73308,-8.54088,-8.57378,-8.37944,-8.35011,-8.20442,-7.96371,-7.77381,-7.49655,-7.37199,-6.8101,-6.44991,-6.2492,-5.71403,-5.56528,-5.07194,-4.82058,-4.39465,-4.21445,-3.88542,-3.51004,-3.0966,-2.6703,-2.46883,-2.10129,-1.89017,-1.65296,-1.45186,-1.23052,-0.890055,-0.598339,-0.628795,-0.542985,-0.260475,-0.349937
CircularDichroism,1,84.0,-0.218384,-0.0975356,-0.158015,-0.372204,-0.550329,-0.779485,-0.367349,-0.72826,-1.82449,-3.39103,-4.57273,-6.07244,-7.44719,-8.46708,-8.36543,-8.69222,-8.49178,-8.96479,-8.29369,-8.7169,-8.43203,-8.59404,-8.72284,-8.42152,-8.3299,-8.27461,-7.74887,-7.70904,-7.57778,-7.23793,-7.11482,-6.67739,-6.41557,-6.00884,-5.71461,-5.4793,-4.9857,-4.73091,-4.51182,-4.27486,-3.87232,-3.42423,-3.1552,-2.6148,-2.4541,-2.21697,-1.96942,-1.69163,-1.52202,-1.28896,-1.01471,-0.806959,-0.705908,-0.636085,-0.329381,-0.259541
CircularDichroism,1,86.0,-0.400999,-0.265921,-0.0996611,-0.247511,-0.573791,-0.372708,-0.374748,-0.401371,-1.4365,-2.68374,-3.9929,-5.62365,-7.02586,-7.78619,-8.44428,-8.2021,-8.61488,-8.63944,-8.4088,-8.50113,-8.4042,-8.27512,-8.35195,-8.36157,-7.97803,-7.99638,-8.0112,-7.9188,-7.49129,-7.33108,-7.04495,-6.70136,-6.51089,-6.05716,-5.90134,-5.53409,-5.09558,-4.65834,-4.54368,-4.17551,-3.87535,-3.38764,-3.08804,-2.70483,-2.53837,-2.18581,-1.88842,-1.76052,-1.40332,-1.26618,-1.01352,-0.758741,-0.687499,-0.544603,-0.331035,-0.273797
CircularDichroism,1,88.0,-0.137023,-0.0826685,-0.0916909,-0.384172,-0.336827,-0.500797,-0.837762,-0.490536,-1.03206,-2.19388,-3.96859,-5.83547,-6.55412,-7.32827,-8.29308,-8.47782,-8.20073,-8.22644,-8.18372,-8.20588,-8.32615,-8.4245,-8.07362,-8.13395,-8.01685,-8.06105,-7.63989,-7.57013,-7.47627,-7.26182,-7.01152,-6.54112,-6.42294,-6.06023,-5.82494,-5.44591,-4.93383,-4.84364,-4.48096,-4.19704,-3.89665,-3.5384,-3.13453,-2.75105,-2.51187,-2.1193,-1.91861,-1.61806,-1.46762,-1.14011,-0.859568,-0.73266,-0.720235,-0.535031,-0.346941,-0.209839
CircularDichroism,1,90.0,-0.284078,-0.253764,0.304444,-0.257398,-0.3639,-0.324092,-0.49503,-0.905537,-0.867652,-1.8845,-3.49857,-4.98583,-5.9251,-7.20542,-7.62296,-8.05855,-7.93493,-8.0148,-8.08495,-8.098,-7.94337,-7.96607,-7.96441,-8.15271,-8.01291,-7.80086,-7.73699,-7.56799,-7.35108,-7.15209,-6.76835,-6.35794,-6.23006,-6.005,-5.57572,-5.48822,-5.07876,-4.86893,-4.4388,-4.19449,-3.79895,-3.39764,-3.07224,-2.66507,-2.61361,-2.25935,-1.80463,-1.68099,-1.45025,-1.24434,-1.02358,-0.765096,-0.636285,-0.534174,-0.422121,-0.433673
HV,1,20.0,605.408,609.894,615.234,619.186,622.482,622.482,619.888,614.319,606.445,597.61,590.439,583.344,576.645,571.03,566.223,562.546,556.549,547.897,547.379,543.304,541.077,539.856,537.857,536.713,536.194,533.417,533.417,529.51,529.51,523.987,523.987,520.889,517.044,513.046,508.621,504.074,497.864,489.105,480.972,473.984,467.316,462.524,458.511,455.795,453.293,451.202,448.517,448.517,447.968,447.968,447.968,447.968,447.968,448.532,448.624,448.792
HV,1,22.0,606.43,611.481,617.05,621.628,624.42,623.932,621.765,616.486,608.765,599.96,591.949,584.045,576.981,571.823,566.772,562.973,557.739,552.277,547.546,544.342,540.314,540.314,536.85,537.46,534.592,534.592,532.959,531.708,529.175,527.176,524.612,520.706,517.258,512.909,508.835,503.372,498.474,489.059,481.293,473.801,467.484,462.982,459.015,455.734,453.415,451.324,449.936,448.044,448.044,448.044,448.715,448.715,447.937,447.937,448.517,448.517
HV,1,24.0,607.04,613.358,618.362,622.665,624.451,624.451,624.451,618.484,610.077,601.364,592.804,584.854,578.201,572.311,567.154,563.293,557.983,552.414,548.462,542.664,542.664,540.573,535.98,535.98,535.98,535.446,533.264,529.022,529.022,527.542,524.292,520.935,517.532,513.611,508.957,504.089,498.581,490.097,480.865,474.396,468.521,463.211,459.244,456.528,452.866,450.378,450.378,448.273,448.273,448.273,448.166,448.166,448.166,448.761,448.868,448.868
HV,1,26.0,608.398,613.617,618.958,625.992,625.992,626.633,624.527,619.751,611.145,602.31,593.781,585.342,578.705,572.54,567.429,563.721,558.304,553.238,548.843,542.313,542.313,540.314,538.94,536.713,536.713,533.691,533.691,531.677,527.664,527.664,524.857,521.729,517.807,513.474,508.972,504.669,499.13,489.502,481.873,474.136,468.292,463.242,459.656,455.994,452.576,451.691,450.394,448.135,448.135,448.135,448.135,448.135,448.135,448.135,449.265,449.265
