Method,Cell,Temperature,190.0,191.0,192.0,193.0,194.0,195.0,196.0,197.0,198.0,199.0,200.0,201.0,202.0,203.0,204.0,205.0,206.0,207.0,208.0,209.0,210.0,211.0,212.0,213.0,214.0,215.0,216.0,217.0,218.0,219.0,220.0,221.0,222.0,223.0,224.0,225.0,226.0,227.0,228.0,229.0,230.0,231.0,232.0,233.0,234.0,235.0,236.0,237.0,238.0,239.0,240.0,241.0,242.0,243.0,244.0,245.0,246.0,247.0,248.0,249.0,250.0
CircularDichroism,1,65.0,-0.510993,-0.674574,0.242306,2.18099,0.582499,-0.427496,-5.26675,-4.49911,-5.39703,-8.5551,-10.1244,-17.9525,-26.6267,-30.8582,-32.6676,-34.6942,-32.859,-31.1454,-29.7359,-27.2375,-25.921,-23.6492,-22.2754,-21.2471,-20.5196,-20.1099,-19.4368,-18.5456,-18.1248,-17.8027,-16.8385,-16.3257,-15.6181,-14.7176,-13.5299,-12.6475,-11.6139,-10.4122,-9.52955,-8.22387,-7.20831,-6.2449,-5.4477,-4.9004,-4.67462,-4.23024,-3.93971,-3.53685,-3.36621,-3.17786,-2.96025,-2.57026,-2.1554,-2.03604,-1.54985,-1.36901,-1.28484,-1.05987,-0.796311,-0.652083,-0.646983
CircularDichroism,1,70.0,0.674004,-0.941247,3.01354,-0.030416,-1.5686,0.222418,1.2709,-1.54394,-2.45469,-4.19233,-8.47994,-15.7179,-20.1401,-27.9706,-29.7442,-29.686,-28.7698,-27.7424,-25.4363,-23.9407,-22.022,-20.7211,-19.0518,-18.2432,-17.7193,-17.4474,-16.808,-16.4684,-16.0815,-15.5715,-15.1827,-15.1002,-14.2326,-13.7556,-13.0219,-12.1484,-11.4646,-10.4345,-9.64891,-9.01886,-7.9208,-7.45991,-6.59838,-6.15085,-5.7063,-5.26344,-4.67279,-4.24611,-3.77619,-3.46046,-3.05974,-2.63529,-2.36271,-1.90539,-1.56652,-1.26614,-1.06136,-0.939087,-0.707352,-0.543933,-0.657964
CircularDichroism,1,75.0,0.948737,-0.25913,1.65463,-0.791327,0.156939,-1.58589,1.04872,-2.63102,-1.32515,-1.77219,-4.8767,-10.5986,-19.1206,-23.249,-24.6354,-26.5634,-26.1595,-24.3261,-22.9192,-21.3067,-19.8636,-18.407,-17.5061,-16.7739,-15.9707,-15.7908,-15.1545,-15.1466,-14.8552,-14.5706,-14.4537,-13.9743,-13.8482,-13.0875,-12.1257,-11.952,-11.3178,-10.4373,-9.85164,-9.11931,-8.61426,-8.27047,-7.44623,-6.9083,-6.27131,-5.80679,-5.08848,-4.81468,-4.20191,-3.71295,-3.39801,-2.73163,-2.33315,-2.06308,-1.51895,-1.29608,-1.12171,-0.961155,-0.607906,-0.529514,-0.482659
CircularDichroism,1,80.0,1.09901,1.93363,0.511932,2.1325,1.28774,1.25736,1.04613,-0.528402,0.25517,0.136503,-0.441872,-7.07516,-12.5646,-17.562,-20.9276,-23.2587,-23.2273,-22.9121,-21.5536,-19.9032,-18.7304,-17.7414,-16.3867,-16.0448,-15.4445,-15.1275,-14.7064,-14.682,-14.3007,-14.0739,-14.0147,-13.6467,-13.3485,-12.9414,-12.4183,-11.8181,-11.3423,-10.5531,-10.3,-9.2926,-8.83266,-8.36143,-7.83187,-7.18695,-6.57797,-6.0519,-5.50696,-4.87643,-4.32051,-3.87422,-3.30811,-2.99823,-2.46232,-1.89258,-1.60829,-1.39066,-1.23197,-0.909084,-0.695734,-0.530158,-0.481023
CircularDichroism,1,85.0,0.92234,0.396816,0.514132,-0.458601,0.107481,-0.547579,0.356001,-0.714415,-1.53778,-1.5253,-2.46819,-3.38151,-7.82543,-12.7087,-15.7733,-19.5569,-21.5628,-20.3745,-19.992,-18.7531,-18.0054,-16.8977,-16.045,-15.4443,-14.9358,-14.5354,-14.2524,-14.2234,-13.9156,-13.6816,-13.7589,-13.367,-13.3107,-12.9336,-12.2346,-11.4454,-11.1861,-10.5204,-9.93055,-9.50854,-8.92921,-8.29914,-7.79285,-7.19684,-6.71363,-6.03076,-5.57264,-4.9201,-4.49954,-3.98577,-3.5248,-3.09606,-2.52953,-2.11408,-1.56972,-1.35643,-1.25029,-0.895632,-0.687062,-0.614524,-0.57169
CircularDichroism,1,90.0,0.159776,0.171497,-0.199164,0.123829,-0.292274,-0.185575,-0.725266,0.0644223,-0.800123,-1.66276,-1.08376,-2.21426,-2.98793,-6.33028,-11.1427,-14.0579,-16.0375,-16.8122,-17.0974,-16.4266,-16.5468,-15.997,-14.883,-14.2102,-14.1296,-13.8812,-13.761,-13.5005,-13.324,-13.1784,-13.1443,-12.8036,-12.8079,-12.365,-11.8557,-11.5514,-10.9706,-10.3716,-10.004,-9.3055,-8.79643,-8.20998,-7.81161,-7.14927,-6.72288,-6.2253,-5.50864,-5.10272,-4.47235,-4.06758,-3.67891,-3.01303,-2.56846,-2.11778,-1.74509,-1.41123,-1.26874,-0.941119,-0.771273,-0.587249,-0.550169
CircularDichroism,2,20.0,-1.24413,-1.96641,-1.76797,-2.08598,-2.60636,-4.24434,-6.4753,-8.76985,-13.3825,-16.6092,-20.5489,-23.5995,-26.2174,-27.0479,-27.2412,-26.851,-25.4128,-22.8655,-21.0637,-18.8016,-16.9105,-14.7199,-12.7143,-11.3586,-10.1413,-9.11965,-8.14653,-7.29853,-6.76152,-6.51838,-6.04164,-6.10086,-5.66834,-5.45903,-5.35645,-5.14646,-5.22739,-4.81387,-4.98364,-4.79029,-4.66279,-4.44717,-4.10633,-3.99383,-3.63721,-3.37301,-2.91462,-2.69129,-2.21166,-1.99174,-1.86749,-1.44833,-1.29108,-1.05511,-0.801103,-0.601185,-0.574743,-0.441049,-0.275737,-0.342863,-0.338039
CircularDichroism,2,25.0,-0.425908,-0.964527,-1.07089,-1.99899,-2.18395,-2.7361,-4.234,-7.34606,-11.5094,-15.3316,-19.5853,-22.7542,-25.5124,-27.0267,-26.9965,-26.5728,-24.7782,-22.8042,-20.787,-18.6628,-16.8558,-14.9232,-13.291,-11.7646,-10.4573,-9.57887,-8.67087,-7.76127,-7.25527,-6.88499,-6.47807,-6.28919,-6.05995,-5.79943,-5.80346,-5.63647,-5.47764,-5.23018,-5.26162,-5.0476,-4.73605,-4.72523,-4.3962,-4.10281,-3.85571,-3.51983,-3.07049,-2.71988,-2.33188,-1.9948,-1.74182,-1.44761,-1.25113,-1.0579,-0.816325,-0.638301,-0.621251,-0.427938,-0.395566,-0.281329,-0.319332
CircularDichroism,2,30.0,-0.50493,-1.09167,-1.47748,-0.947089,-1.5183,-2.58467,-3.54745,-7.40608,-10.499,-14.6523,-18.8625,-22.4288,-24.6667,-25.9242,-26.7275,-25.8966,-24.646,-22.675,-20.955,-18.8679,-17.1274,-15.1381,-13.621,-12.2553,-11.0563,-9.99733,-9.28772,-8.31994,-7.9094,-7.36812,-7.12279,-6.72564,-6.56575,-6.34518,-6.09691,-6.09952,-5.94049,-5.64161,-5.4912,-5.45206,-5.21176,-4.89942,-4.6552,-4.31118,-3.95848,-3.68768,-3.25696,-2.92841,-2.56599,-2.22647,-2.00355,-1.60018,-1.31772,-1.04395,-0.744342,-0.6851,-0.493796,-0.560708,-0.275416,-0.305771,-0.354965
CircularDichroism,2,35.0,-1.02479,-0.907333,-0.710065,-1.27007,-0.653664,-2.19567,-3.71673,-6.44872,-9.17761,-12.9326,-17.698,-21.4604,-24.0339,-26.0058,-26.3657,-25.2891,-24.6955,-22.9787,-21.0105,-18.8691,-16.9312,-15.1544,-13.4247,-12.6182,-11.3884,-10.3473,-9.55319,-8.72741,-8.22453,-7.90384,-7.64362,-7.35423,-7.1325,-6.62654,-6.47326,-6.41735,-6.39752,-6.00151,-5.89471,-5.82431,-5.4823,-5.18316,-4.90008,-4.52007,-4.33095,-3.91534,-3.34484,-2.9939,-2.63516,-2.43101,-2.02808,-1.70324,-1.41695,-1.21209,-0.86328,-0.737955,-0.565339,-0.527421,-0.395585,-0.303214,-0.345639
CircularDichroism,2,40.0,-0.683676,-0.153923,-0.0488258,0.601923,-0.536985,-1.4122,-2.83818,-5.09498,-7.45636,-12.3871,-15.8678,-20.1877,-22.6174,-24.7892,-25.1107,-25.1446,-24.1197,-22.4877,-20.911,-18.6859,-17.2839,-15.5284,-13.867,-12.7488,-11.4803,-10.6374,-9.78748,-9.16514,-8.56193,-8.21716,-7.7208,-7.59199,-7.50717,-7.26024,-6.858,-6.78698,-6.64697,-6.3824,-6.3616,-6.02113,-5.65975,-5.48563,-5.08634,-4.80385,-4.41333,-4.00814,-3.61833,-3.21631,-2.8244,-2.4051,-2.1664,-1.65465,-1.47192,-1.11766,-0.81552,-0.694567,-0.693604,-0.413101,-0.358478,-0.472833,-0.42862
CircularDichroism,2,45.0,-0.499967,0.389275,-0.418818,-0.689839,-0.394452,-1.02213,-1.40334,-4.29429,-6.60407,-10.405,-15.2092,-19.2435,-21.8556,-24.347,-25.1033,-25.1463,-24.2041,-22.7615,-20.2038,-18.7407,-17.0471,-15.7181,-13.9895,-12.4861,-11.9139,-10.8321,-10.3114,-9.59109,-9.09115,-8.48401,-8.2171,-8.11675,-7.89584,-7.55102,-7.27616,-6.94813,-6.97728,-6.58163,-6.45173,-6.47294,-5.99988,-5.65532,-5.39505,-5.03404,-4.6813,-4.17361,-3.72676,-3.36238,-2.88894,-2.60001,-2.21903,-1.85563,-1.47215,-1.23217,-1.02228,-0.807673,-0.751645,-0.49,-0.418332,-0.389471,-0.332138
CircularDichroism,2,50.0,-0.235731,-0.436392,-1.03265,0.290052,-1.31813,-1.02182,-2.63375,-3.2617,-6.31014,-10.1214,-14.1444,-18.486,-21.9726,-23.6095,-24.579,-24.7701,-23.9455,-22.6987,-21.0508,-18.9683,-17.5742,-16.0381,-14.4096,-13.3323,-12.3061,-11.4763,-10.5834,-10.0185,-9.48999,-9.34232,-8.86672,-8.59056,-8.39615,-8.04152,-7.68933,-7.70427,-7.4596,-6.9968,-6.95784,-6.61433,-6.309,-6.04543,-5.50912,-5.20725,-4.87832,-4.41534,-3.92934,-3.49496,-3.0753,-2.64488,-2.42859,-1.93006,-1.62372,-1.3703,-1.02537,-0.883544,-0.6785,-0.675281,-0.364717,-0.369786,-0.385672
CircularDichroism,2,55.0,-0.842121,-0.247627,-0.169537,-1.21244,-1.73741,-1.35178,-2.47785,-2.28942,-4.78005,-8.69197,-13.8064,-18.0146,-20.9773,-23.3323,-24.9458,-24.7369,-24.1064,-22.4334,-20.6786,-19.1636,-17.3724,-16.2098,-14.7937,-13.6,-12.5696,-11.7542,-11.1368,-10.579,-9.73744,-9.55662,-9.21458,-9.12508,-8.80184,-8.45547,-8.29402,-7.99826,-7.80424,-7.33951,-7.26155,-6.94584,-6.70067,-6.21286,-5.81016,-5.48543,-5.08789,-4.66376,-4.04022,-3.68767,-3.23771,-2.89532,-2.48356,-1.99868,-1.69864,-1.48543,-1.24197,-0.831066,-0.841585,-0.624314,-0.493788,-0.420382,-0.483553
CircularDichroism,2,60.0,-1.03873,-0.882449,-1.13223,-0.59804,-1.07254,-0.740563,-2.22164,-3.33503,-5.12642,-8.81009,-12.781,-17.3042,-20.418,-23.3316,-24.7131,-24.3135,-24.1301,-22.6189,-21.0994,-19.4304,-17.79,-16.3467,-14.764,-14.0808,-12.8808,-12.3662,-11.6479,-11.0048,-10.4634,-10.0889,-9.86569,-9.48086,-9.22024,-9.05527,-8.72423,-8.57684,-8.347,-7.82496,-7.6104,-7.1515,-6.89016,-6.64122,-6.15095,-5.72184,-5.31703,-4.93408,-4.32413,-4.03734,-3.39132,-3.03177,-2.73024,-2.21749,-1.93894,-1.4994,-1.28614,-1.10778,-0.78868,-0.745924,-0.492418,-0.416684,-0.503534
CircularDichroism,2,65.0,-0.395768,-1.46254,-1.43504,-0.800868,-1.26707,-1.41449,-2.14834,-2.53344,-3.91632,-7.62595,-12.4713,-16.8695,-20.1154,-22.6813,-23.8158,-24.272,-23.573,-22.9013,-21.0425,-19.8246,-17.923,-16.7761,-15.0762,-14.4252,-13.4771,-12.5555,-11.7982,-11.172,-10.7145,-10.3424,-10.1799,-9.86082,-9.76873,-9.32091,-8.90926,-8.68156,-8.47027,-8.04388,-7.96661,-7.59958,-7.12478,-6.84192,-6.35256,-6.01197,-5.61728,-5.11546,-4.56397,-4.09552,-3.55308,-3.14095,-2.76028,-2.32015,-1.9753,-1.60574,-1.27971,-1.02928,-1.00849,-0.745768,-0.502218,-0.506967,-0.471013
CircularDichroism,2,70.0,-1.03377,-0.789291,-0.531475,-0.960304,-0.629187,-1.42472,-0.927355,-2.03258,-3.87328,-5.77815,-9.47948,-13.5683,-18.1624,-20.568,-22.1742,-23.1033,-22.603,-21.8191,-20.4895,-19.1355,-17.4904,-16.4833,-15.3131,-14.2645,-13.2009,-12.882,-11.9902,-11.2619,-11.0808,-10.8035,-10.4594,-9.97756,-9.95159,-9.43262,-9.33883,-9.00813,-8.97662,-8.38787,-8.19013,-7.73318,-7.45574,-7.14282,-6.6342,-6.14532,-5.75412,-5.24643,-4.73429,-4.25929,-3.76606,-3.3589,-2.93551,-2.3837,-1.94647,-1.74981,-1.43576,-1.16567,-0.907031,-0.844646,-0.553893,-0.510307,-0.495869
CircularDichroism,2,75.0,-1.10626,-0.495938,-0.57649,-0.964633,-1.5354,-1.78901,-1.48526,-1.66695,-3.24416,-4.98189,-8.39947,-12.0777,-16.805,-19.72,-21.684,-21.7263,-22.2291,-21.4166,-19.8064,-18.8766,-17.3871,-16.4519,-15.1253,-13.8729,-13.4321,-12.6508,-12.0766,-11.5766,-11.2996,-10.6358,-10.5966,-10.2638,-10.039,-9.76239,-9.45362,-9.13058,-9.0209,-8.47608,-8.46824,-8.05613,-7.56096,-7.16152,-6.79361,-6.38882,-5.85227,-5.34448,-4.85468,-4.48084,-3.90366,-3.41644,-3.05275,-2.51808,-2.12702,-1.72969,-1.44635,-1.24016,-1.0194,-0.801777,-0.527202,-0.463352,-0.533712
CircularDichroism,2,80.0,-0.321251,-0.0191361,-0.863384,-0.729573,0.0377304,-0.762335,-1.61144,-0.896802,-2.07559,-3.16317,-5.44283,-9.8259,-12.9846,-16.5305,-19.0656,-20.3817,-20.5192,-20.1512,-19.3343,-17.7446,-16.7813,-15.6283,-14.7519,-14.2156,-13.1143,-12.6876,-11.9306,-11.6679,-11.2263,-10.7837,-10.8509,-10.3447,-10.2924,-9.86557,-9.78612,-9.34958,-9.20792,-8.53516,-8.65325,-8.32817,-7.88102,-7.44415,-6.94436,-6.64325,-5.96772,-5.47268,-4.96593,-4.37296,-3.91105,-3.49529,-3.16309,-2.49903,-2.15963,-1.88186,-1.52775,-1.21775,-1.0967,-0.837527,-0.623606,-0.629546,-0.592325
CircularDichroism,2,85.0,-0.717029,-0.57762,-0.904756,-1.01497,0.162453,-1.05666,-0.845814,-1.21821,-1.58806,-2.04755,-4.13822,-7.12286,-10.8749,-13.7684,-16.6377,-18.5183,-18.7049,-18.7889,-18.6694,-17.1413,-16.4804,-15.6292,-14.4616,-13.6015,-13.3185,-12.6936,-12.1845,-11.8909,-11.4041,-10.9911,-10.9369,-10.6253,-10.5606,-10.1487,-9.82997,-9.44958,-9.42767,-9.0759,-8.95276,-8.42465,-8.09065,-7.75577,-7.12602,-6.66193,-6.3151,-5.83682,-5.19051,-4.54504,-4.11626,-3.58665,-3.15852,-2.69064,-2.30767,-1.76848,-1.60056,-1.24968,-1.10192,-0.94707,-0.743194,-0.721398,-0.525275
CircularDichroism,2,90.0,-0.604724,-0.843395,0.18429,-0.284472,-0.728928,-0.616517,-0.507749,-0.819219,-0.551129,-1.25123,-2.44628,-5.24256,-7.30894,-10.6966,-13.1269,-14.9628,-16.4921,-16.8033,-16.5647,-16.047,-15.1767,-14.5054,-13.5498,-13.3261,-12.709,-12.0879,-11.8558,-11.396,-11.1745,-10.973,-10.7807,-10.7311,-10.3477,-10.0737,-9.83249,-9.55487,-9.46488,-8.99243,-8.85243,-8.53046,-8.09996,-7.68826,-7.13162,-6.73244,-6.36297,-5.79193,-5.10529,-4.66139,-4.12958,-3.79914,-3.37493,-2.71025,-2.3249,-1.93585,-1.58202,-1.27403,-1.25657,-1.03283,-0.689587,-0.673779,-0.501734
HV,1,20.0,765.701,770.905,774.597,780.746,787.857,790.71,794.861,796.753,797.958,793.549,786.469,780.67,764.999,751.801,725.266,706.345,688.98,670.654,651.993,640.03,631.027,625.305,614.838,606.125,600.464,594.864,590.79,588.516,584.946,582.413,580.46,577.026,574.158,570.267,566.91,562.637,554.001,545.242,536.392,526.413,516.617,507.904,499.847,485.855,474.93,466.492,459.137,454.025,449.417,446.594,444.077,441.467,441.467,439.972,439.972,439.972,440.735,439.651,439.651,440.247,440.247
HV,1,25.0,777.435,779.77,785.538,789.52,795.441,802.628,808.96,809.601,808.624,802.49,800.217,789.581,771.576,754.974,729.538,710.281,691.36,671.249,654.922,641.388,632.874,626.038,616.074,607.376,600.342,595.001,591.446,585.587,583.008,583.008,580.215,577.728,574.463,570.526,567.139,562.927,554.703,545.822,535.843,526.84,517.09,508.224,500.137,486.542,475.479,466.858,459.885,454.437,450.455,446.655,444.87,442.581,440.384,440.384,440.384,440.781,440.781,440.781,441.284,440.659,440.857
HV,1,30.0,785.66,789.536,796.158,800.323,812.088,813.69,815.781,817.566,818.604,816.605,811.035,798.019,778.259,759.537,737.137,713.104,695.023,672.501,656.067,642.548,633.942,626.74,615.738,607.742,600.632,595.963,592.133,588.013,585.312,582.352,580.399,576.721,574.371,570.938,567.017,562.668,554.123,545.807,536.499,527.283,517.349,508.667,500.488,486.588,476.059,467.041,459.732,454.636,450.256,447.418,443.161,443.161,440.399,440.399,440.399,440.399,440.109,440.475,440.475,440.582,441.116
HV,1,35.0,799.545,804.642,807.571,813.751,819.565,823.273,825.653,826.263,826.645,823.99,817.612,809.067,785.95,764.359,742.844,716.171,697.174,676.498,658.478,644.409,634.323,627.014,617.661,608.2,600.876,596.222,591.278,589.05,585.587,582.306,580.292,577.789,574.631,570.48,566.956,563.004,554.108,545.303,536.865,526.733,517.715,508.667,500.732,487.579,476.791,467.88,460.129,455.032,450.836,447.571,444.824,442.947,441.559,440.247,440.247,439.743,439.743,439.743,440.308,440.887,440.872
HV,1,40.0,819.031,819.031,821.777,829.33,831.268,836.7,837.357,840.546,840.546,839.828,828.934,819.0,797.073,772.552,751.16,720.825,700.47,682.312,661.148,645.523,634.964,627.136,618.698,608.871,602.28,596.68,592.682,588.684,585.938,582.977,580.505,577.438,573.135,570.984,566.895,563.049,554.352,545.319,536.804,527.023,517.853,508.377,500.732,487.549,477.02,468.079,461.273,455.154,450.821,447.708,445.267,442.566,440.552,440.552,440.552,440.048,440.048,440.048,440.109,440.765,440.765
HV,1,45.0,835.739,835.388,839.691,843.475,848.923,852.676,859.421,859.421,859.695,857.178,845.215,831.436,810.638,781.372,756.058,726.349,702.286,685.654,663.437,647.369,636.368,628.586,618.973,609.802,602.982,595.901,590.164,589.6,585.968,583.221,580.78,577.835,574.783,570.129,567.078,562.912,555.13,546.6,537.231,527.252,517.929,509.354,501.328,488.495,477.524,468.399,460.938,455.978,451.324,447.968,445.45,443.924,441.956,440.628,440.628,441.01,440.491,440.659,440.659,440.659,440.918
HV,1,50.0,862.869,865.417,873.642,875.198,880.402,881.577,883.713,888.443,885.468,884.506,875.534,851.059,824.753,793.732,764.282,733.124,707.428,689.148,665.665,650.299,638.428,629.7,620.59,610.428,603.485,597.748,593.002,589.325,586.166,583.832,579.681,578.323,574.86,571.152,567.49,562.836,554.962,545.7,537.476,527.252,517.838,509.064,501.556,488.724,477.325,468.842,461.7,456.284,451.645,447.449,446.335,444.199,441.574,441.574,442.184,440.948,440.75,440.247,440.75,441.36,441.36
HV,1,55.0,883.087,885.452,889.938,891.586,894.165,896.591,899.75,903.641,905.64,900.467,887.604,871.323,837.143,804.733,770.813,741.119,709.824,692.23,670.425,652.679,639.877,631.531,623.108,612.457,605.408,599.533,594.177,591.003,587.662,583.16,582.077,578.995,575.912,572.021,568.268,563.782,556.366,547.638,537.033,527.817,517.975,509.842,501.709,489.838,478.088,469.482,462.418,456.772,452.24,448.441,446.411,444.382,442.886,440.826,440.826,440.826,440.353,441.238,441.238,441.483,441.574
